Order_ID,Order_Date,Region,Country,Sales_Channel,Product_Model,Category,Gender,Shoe_Size,Color,Quantity,List_Price_USD,Discount_Percent,Unit_Selling_Price_USD,Revenue_USD,Estimated_Cost_USD,Profit_USD,Customer_Rating,Return_Flag,Payment_Method,Month,Month_Name,Quarter,Month_Year,Is_Returned
NK440,2025-12-28,North America,USA,Retail Store,Giannis Immortality 4,Basketball,Women,6,Black,3,90,10,81.0,243.0,172.67,70.33,4.0,No,Credit Card,12,Dec,4,2025-12,False
NK441,2025-06-21,Asia-Pacific,Australia,Retail Store,Air Max 270,Lifestyle,Men,10,Grey,1,160,0,160.0,160.0,103.26,56.74,4.5,No,PayPal,6,Jun,2,2025-06,False
NK442,2025-12-19,Latin America,Colombia,Online,Dunk Low,Lifestyle,Men,6,Blue,1,145,0,145.0,0.0,0.0,0.0,4.5,Yes,PayPal,12,Dec,4,2025-12,True
NK443,2025-07-04,Middle East & Africa,UAE,Online,Sabrina 3,Basketball,Men,7,Green,1,150,10,135.0,135.0,91.31,43.69,4.5,No,UPI,7,Jul,3,2025-07,False
NK444,2025-01-31,Middle East & Africa,Egypt,Retail Store,Invincible 3,Running,Men,9,White,1,170,0,170.0,170.0,110.77,59.23,3.5,No,UPI,1,Jan,1,2025-01,False
NK445,2025-11-19,North America,USA,Online,Structure 25,Running,Women,12,Grey,1,150,10,135.0,135.0,85.92,49.08,4.5,No,Debit Card,11,Nov,4,2025-11,False
NK446,2025-04-10,Latin America,Colombia,Online,Air Max 90,Lifestyle,Women,9,Red,3,130,5,123.5,370.5,204.1,166.4,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK447,2025-10-02,Europe,Spain,Online,Sabrina 3,Basketball,Men,7,Red,1,120,25,90.0,90.0,59.71,30.29,3.5,No,UPI,10,Oct,4,2025-10,False
NK448,2025-04-07,Europe,Germany,Online,KD 18,Basketball,Men,9,Grey,2,170,10,153.0,306.0,186.21,119.79,4.5,No,UPI,4,Apr,2,2025-04,False
NK449,2025-05-24,Latin America,Brazil,Wholesale,Cortez,Lifestyle,Women,5,Black,1,90,10,81.0,81.0,52.27,28.73,4.5,No,PayPal,5,May,2,2025-05,False
NK450,2025-09-04,Middle East & Africa,Saudi Arabia,Online,KD 18,Basketball,Unisex,10,Green,1,160,10,144.0,144.0,80.42,63.58,5.0,No,Debit Card,9,Sep,3,2025-09,False
NK451,2025-07-02,Asia-Pacific,Australia,Online,Air Force 1,Lifestyle,Women,13,Grey,1,120,20,96.0,96.0,53.41,42.59,5.0,No,PayPal,7,Jul,3,2025-07,False
NK452,2025-11-19,Europe,Germany,Wholesale,Air Force 1,Lifestyle,Men,9,Red,1,120,10,108.0,108.0,68.81,39.19,4.0,No,UPI,11,Nov,4,2025-11,False
NK453,2025-06-22,Middle East & Africa,Egypt,Wholesale,Pegasus 41,Running,Men,8,Red,1,150,20,120.0,120.0,70.34,49.66,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK454,2025-06-09,Asia-Pacific,Australia,Online,Air Force 1,Lifestyle,Men,10,Red,1,120,20,96.0,96.0,51.91,44.09,4.5,No,PayPal,6,Jun,2,2025-06,False
NK455,2025-10-21,Latin America,Chile,Online,Free Metcon 6,Training,Men,10,Blue,2,120,0,120.0,240.0,167.95,72.05,4.5,No,PayPal,10,Oct,4,2025-10,False
NK456,2025-08-02,Asia-Pacific,Singapore,Online,Cortez,Lifestyle,Unisex,7,Red,2,100,15,85.0,170.0,95.23,74.77,4.0,No,Debit Card,8,Aug,3,2025-08,False
NK457,2025-05-10,North America,USA,Online,Air Max 90,Lifestyle,Men,9,Grey,1,130,25,97.5,97.5,53.49,44.01,4.5,No,PayPal,5,May,2,2025-05,False
NK458,2025-01-26,Europe,UK,Online,Pegasus 41,Running,Women,7,Grey,1,160,10,144.0,144.0,96.93,47.07,5.0,No,UPI,1,Jan,1,2025-01,False
NK459,2025-06-24,North America,Canada,Retail Store,Metcon 10,Training,Unisex,9,Green,2,170,0,170.0,340.0,194.02,145.98,5.0,No,Debit Card,6,Jun,2,2025-06,False
NK460,2025-09-13,Europe,Italy,Online,Dunk Low,Lifestyle,Women,6,Grey,1,125,5,118.75,118.75,84.62,34.13,5.0,No,PayPal,9,Sep,3,2025-09,False
NK461,2025-05-26,North America,Mexico,Online,Cortez,Lifestyle,Men,11,Red,2,120,5,114.0,228.0,155.14,72.86,4.0,No,UPI,5,May,2,2025-05,False
NK462,2025-07-05,Latin America,Argentina,Retail Store,Invincible 3,Running,Women,9,Grey,3,170,15,144.5,433.5,269.94,163.56,5.0,No,Credit Card,7,Jul,3,2025-07,False
NK463,2025-11-22,Latin America,Chile,Retail Store,Air Max 90,Lifestyle,Women,13,Blue,2,120,20,96.0,192.0,135.08,56.92,5.0,No,UPI,11,Nov,4,2025-11,False
NK464,2025-08-15,North America,Canada,Online,LeBron 22,Basketball,Men,7,Black,1,210,10,189.0,189.0,124.35,64.65,4.5,No,Credit Card,8,Aug,3,2025-08,False
NK465,2025-11-13,North America,Canada,Online,Air Max 90,Lifestyle,Women,5,Black,1,130,15,110.5,110.5,73.14,37.36,5.0,No,PayPal,11,Nov,4,2025-11,False
NK466,2025-01-31,North America,Mexico,Wholesale,Cortez,Lifestyle,Men,5,Green,1,120,15,102.0,102.0,69.79,32.21,4.5,No,Credit Card,1,Jan,1,2025-01,False
NK467,2025-02-06,Middle East & Africa,Saudi Arabia,Retail Store,Structure 25,Running,Women,12,Blue,1,130,5,123.5,0.0,0.0,0.0,4.5,Yes,Debit Card,2,Feb,1,2025-02,True
NK468,2025-03-28,North America,Mexico,Online,KD 18,Basketball,Men,9,Grey,2,160,15,136.0,272.0,169.17,102.83,5.0,No,Debit Card,3,Mar,1,2025-03,False
NK469,2025-03-31,North America,Mexico,Online,Free Metcon 6,Training,Men,12,Grey,3,130,5,123.5,370.5,239.89,130.61,4.0,No,UPI,3,Mar,1,2025-03,False
NK470,2025-11-19,Europe,Spain,Retail Store,KD 18,Basketball,Women,11,Black,1,160,25,120.0,120.0,78.54,41.46,4.5,No,UPI,11,Nov,4,2025-11,False
NK471,2025-09-17,Asia-Pacific,South Korea,Retail Store,Air Force 1,Lifestyle,Men,7,Red,1,120,5,114.0,114.0,67.77,46.23,3.5,No,Credit Card,9,Sep,3,2025-09,False
NK472,2025-03-08,Europe,Italy,Online,Air Max 90,Lifestyle,Men,6,Grey,1,120,15,102.0,102.0,63.79,38.21,4.0,No,Credit Card,3,Mar,1,2025-03,False
NK473,2025-12-10,Europe,Spain,Online,Giannis Immortality 4,Basketball,Men,12,Red,1,110,5,104.5,104.5,59.71,44.79,4.5,No,Credit Card,12,Dec,4,2025-12,False
NK474,2025-08-22,Latin America,Chile,Retail Store,Air Max 270,Lifestyle,Unisex,6,Green,1,160,10,144.0,144.0,100.63,43.37,4.5,No,Credit Card,8,Aug,3,2025-08,False
NK475,2025-10-13,Latin America,Colombia,Online,Free Metcon 6,Training,Men,13,Grey,2,130,5,123.5,247.0,168.12,78.88,5.0,No,UPI,10,Oct,4,2025-10,False
NK476,2025-12-30,Latin America,Colombia,Retail Store,Giannis Immortality 4,Basketball,Women,9,Red,3,110,0,110.0,330.0,176.25,153.75,4.5,No,Debit Card,12,Dec,4,2025-12,False
NK477,2025-10-17,Latin America,Argentina,Retail Store,Free Metcon 6,Training,Women,7,White,1,130,5,123.5,123.5,80.67,42.83,4.0,No,Credit Card,10,Oct,4,2025-10,False
NK478,2025-03-15,Asia-Pacific,South Korea,Retail Store,Metcon 10,Training,Women,9,Red,1,150,20,120.0,120.0,70.27,49.73,5.0,No,Credit Card,3,Mar,1,2025-03,False
NK479,2025-11-06,Europe,France,Online,Free Metcon 6,Training,Unisex,6,Black,2,140,25,105.0,210.0,130.24,79.76,4.5,No,Debit Card,11,Nov,4,2025-11,False
NK480,2025-05-07,Asia-Pacific,Singapore,Retail Store,Free Metcon 6,Training,Women,8,Black,2,140,10,126.0,252.0,173.85,78.15,4.5,No,Credit Card,5,May,2,2025-05,False
NK481,2025-08-30,Europe,Spain,Wholesale,Air Max 90,Lifestyle,Women,7,Blue,2,130,5,123.5,0.0,0.0,0.0,4.5,Yes,UPI,8,Aug,3,2025-08,True
NK482,2025-08-07,North America,Canada,Retail Store,Air Max 270,Lifestyle,Unisex,5,Black,1,160,10,144.0,144.0,91.17,52.83,4.5,No,UPI,8,Aug,3,2025-08,False
NK483,2025-09-19,North America,Mexico,Retail Store,Sabrina 3,Basketball,Women,13,Green,1,140,10,126.0,126.0,67.65,58.35,4.5,No,UPI,9,Sep,3,2025-09,False
NK484,2025-06-13,Europe,Spain,Online,Metcon 10,Training,Women,12,Black,4,140,5,133.0,532.0,317.75,214.25,4.0,No,Debit Card,6,Jun,2,2025-06,False
NK485,2025-03-21,Asia-Pacific,Singapore,Wholesale,KD 18,Basketball,Women,11,Blue,2,160,10,144.0,288.0,173.82,114.18,3.5,No,Credit Card,3,Mar,1,2025-03,False
NK486,2025-10-19,Middle East & Africa,UAE,Online,Invincible 3,Running,Men,6,Blue,3,170,10,153.0,0.0,0.0,0.0,5.0,Yes,UPI,10,Oct,4,2025-10,True
NK487,2025-09-27,Europe,France,Retail Store,Structure 25,Running,Women,9,White,1,140,10,126.0,126.0,80.8,45.2,5.0,No,UPI,9,Sep,3,2025-09,False
NK488,2025-04-29,Asia-Pacific,Japan,Online,Giannis Immortality 4,Basketball,Women,8,Red,4,110,10,99.0,396.0,227.0,169.0,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK489,2025-04-24,North America,USA,Retail Store,Giannis Immortality 4,Basketball,Women,12,Green,2,90,20,72.0,144.0,100.29,43.71,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK490,2025-06-25,North America,USA,Retail Store,Dunk Low,Lifestyle,Women,10,White,1,125,0,125.0,125.0,72.78,52.22,5.0,No,Credit Card,6,Jun,2,2025-06,False
NK491,2025-12-12,North America,Canada,Retail Store,Air Max 270,Lifestyle,Men,13,Blue,1,180,15,153.0,153.0,103.56,49.44,3.5,No,UPI,12,Dec,4,2025-12,False
NK492,2025-01-08,Asia-Pacific,Australia,Retail Store,Dunk Low,Lifestyle,Men,9,White,2,125,20,100.0,200.0,132.55,67.45,5.0,No,UPI,1,Jan,1,2025-01,False
NK493,2025-01-23,North America,Canada,Retail Store,Air Max 90,Lifestyle,Men,7,Red,1,130,0,130.0,130.0,68.45,61.55,3.5,No,Credit Card,1,Jan,1,2025-01,False
NK494,2025-04-18,Asia-Pacific,Australia,Online,Giannis Immortality 4,Basketball,Unisex,8,White,2,90,5,85.5,171.0,90.81,80.19,4.5,No,UPI,4,Apr,2,2025-04,False
NK495,2025-02-09,Asia-Pacific,Australia,Retail Store,Metcon 10,Training,Men,7,Green,1,160,10,144.0,144.0,96.47,47.53,4.0,No,Credit Card,2,Feb,1,2025-02,False
NK496,2025-11-07,Europe,UK,Online,Dunk Low,Lifestyle,Women,8,Black,1,115,5,109.25,109.25,72.24,37.01,4.0,No,Debit Card,11,Nov,4,2025-11,False
NK497,2025-08-16,North America,USA,Online,Sabrina 3,Basketball,Men,9,Black,1,130,15,110.5,110.5,72.01,38.49,5.0,No,UPI,8,Aug,3,2025-08,False
NK498,2025-07-15,Latin America,Chile,Online,Cortez,Lifestyle,Unisex,11,Grey,1,100,5,95.0,95.0,63.41,31.59,5.0,No,UPI,7,Jul,3,2025-07,False
NK499,2025-03-02,Latin America,Argentina,Online,Giannis Immortality 4,Basketball,Men,10,Red,1,100,20,80.0,80.0,43.45,36.55,5.0,No,Debit Card,3,Mar,1,2025-03,False
NK500,2025-06-02,Asia-Pacific,India,Retail Store,Air Force 1,Lifestyle,Women,6,White,1,110,25,82.5,0.0,0.0,0.0,4.5,Yes,Credit Card,6,Jun,2,2025-06,True
NK501,2025-04-03,Europe,Italy,Wholesale,Sabrina 3,Basketball,Men,10,Grey,2,130,15,110.5,221.0,131.11,89.89,4.0,No,UPI,4,Apr,2,2025-04,False
NK502,2025-06-16,North America,USA,Online,Pegasus 41,Running,Unisex,9,Green,1,150,10,135.0,135.0,81.55,53.45,4.5,No,PayPal,6,Jun,2,2025-06,False
NK503,2025-05-04,Europe,Germany,Retail Store,Dunk Low,Lifestyle,Men,5,Grey,3,125,20,100.0,300.0,200.37,99.63,4.0,No,UPI,5,May,2,2025-05,False
NK504,2025-06-05,North America,USA,Wholesale,KD 18,Basketball,Women,9,Black,1,150,15,127.5,127.5,69.3,58.2,5.0,No,Credit Card,6,Jun,2,2025-06,False
NK505,2025-01-23,Europe,France,Retail Store,Metcon 10,Training,Men,10,Black,3,150,15,127.5,382.5,258.72,123.78,4.0,No,UPI,1,Jan,1,2025-01,False
NK506,2025-08-15,Asia-Pacific,Japan,Retail Store,Structure 25,Running,Unisex,10,Red,1,140,5,133.0,133.0,86.5,46.5,4.5,No,UPI,8,Aug,3,2025-08,False
NK507,2025-07-20,Europe,Spain,Online,Invincible 3,Running,Women,10,Red,3,170,20,136.0,408.0,217.82,190.18,4.5,No,UPI,7,Jul,3,2025-07,False
NK508,2025-03-12,North America,Mexico,Retail Store,Structure 25,Running,Men,12,White,1,140,15,119.0,119.0,83.12,35.88,4.0,No,Debit Card,3,Mar,1,2025-03,False
NK509,2025-08-01,North America,USA,Wholesale,Free Metcon 6,Training,Women,10,Blue,1,140,5,133.0,133.0,80.91,52.09,4.0,No,Credit Card,8,Aug,3,2025-08,False
NK510,2025-10-07,Asia-Pacific,Singapore,Online,Air Max 90,Lifestyle,Women,10,Green,1,130,0,130.0,130.0,89.93,40.07,5.0,No,UPI,10,Oct,4,2025-10,False
NK511,2025-05-18,North America,Mexico,Retail Store,Air Force 1,Lifestyle,Men,7,Black,1,120,5,114.0,114.0,74.82,39.18,4.5,No,UPI,5,May,2,2025-05,False
NK512,2025-05-09,North America,USA,Online,Air Max 270,Lifestyle,Men,12,Grey,1,160,5,152.0,152.0,104.92,47.08,4.0,No,Credit Card,5,May,2,2025-05,False
NK513,2025-09-29,North America,USA,Wholesale,Vomero 18,Running,Unisex,10,Grey,2,150,0,150.0,300.0,170.62,129.38,3.5,No,UPI,9,Sep,3,2025-09,False
NK514,2025-12-29,Europe,UK,Online,Vomero 18,Running,Men,9,Blue,1,150,20,120.0,120.0,62.5,57.5,4.5,No,Credit Card,12,Dec,4,2025-12,False
NK515,2025-02-04,North America,USA,Retail Store,Sabrina 3,Basketball,Women,9,Black,2,120,15,102.0,0.0,0.0,0.0,3.5,Yes,PayPal,2,Feb,1,2025-02,True
NK516,2025-04-15,Asia-Pacific,Japan,Wholesale,Metcon 10,Training,Men,5,Black,1,140,10,126.0,126.0,89.78,36.22,4.0,No,Credit Card,4,Apr,2,2025-04,False
NK517,2025-06-03,Middle East & Africa,Egypt,Online,Cortez,Lifestyle,Unisex,10,Blue,1,100,25,75.0,75.0,52.22,22.78,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK518,2025-03-06,North America,Mexico,Online,Free Metcon 6,Training,Women,11,Black,1,130,0,130.0,130.0,80.13,49.87,5.0,No,PayPal,3,Mar,1,2025-03,False
NK519,2025-09-28,Asia-Pacific,India,Online,Air Max 90,Lifestyle,Unisex,5,Black,1,150,0,150.0,150.0,98.65,51.35,4.0,No,UPI,9,Sep,3,2025-09,False
NK520,2025-01-08,North America,USA,Retail Store,Giannis Immortality 4,Basketball,Men,10,Green,2,90,15,76.5,153.0,108.87,44.13,3.5,No,UPI,1,Jan,1,2025-01,False
NK521,2025-08-03,Europe,Italy,Retail Store,Metcon 10,Training,Unisex,10,Green,2,150,20,120.0,240.0,158.87,81.13,4.0,No,Credit Card,8,Aug,3,2025-08,False
NK522,2025-01-08,North America,Canada,Wholesale,Free Metcon 6,Training,Men,10,Red,1,130,0,130.0,0.0,0.0,0.0,4.5,Yes,Credit Card,1,Jan,1,2025-01,True
NK523,2025-06-08,Middle East & Africa,Saudi Arabia,Online,Dunk Low,Lifestyle,Women,10,Green,1,125,15,106.25,106.25,62.28,43.97,5.0,No,Debit Card,6,Jun,2,2025-06,False
NK524,2025-06-02,Middle East & Africa,Egypt,Retail Store,Invincible 3,Running,Men,12,Green,1,170,0,170.0,170.0,113.41,56.59,5.0,No,UPI,6,Jun,2,2025-06,False
NK525,2025-03-18,Europe,France,Online,Free Metcon 6,Training,Women,10,White,1,140,5,133.0,133.0,73.21,59.79,5.0,No,Debit Card,3,Mar,1,2025-03,False
NK526,2025-05-12,North America,Mexico,Retail Store,Air Max 270,Lifestyle,Men,10,Blue,2,160,5,152.0,304.0,170.6,133.4,4.5,No,Credit Card,5,May,2,2025-05,False
NK527,2025-11-06,Asia-Pacific,Japan,Online,Air Max 270,Lifestyle,Unisex,6,Green,1,170,20,136.0,136.0,84.1,51.9,4.5,No,UPI,11,Nov,4,2025-11,False
NK528,2025-05-22,North America,Mexico,Online,Structure 25,Running,Unisex,9,Red,1,140,15,119.0,119.0,68.4,50.6,5.0,No,UPI,5,May,2,2025-05,False
NK529,2025-02-17,North America,Mexico,Online,KD 18,Basketball,Women,8,Red,1,160,10,144.0,144.0,98.27,45.73,3.5,No,Debit Card,2,Feb,1,2025-02,False
NK530,2025-10-02,North America,Mexico,Online,Giannis Immortality 4,Basketball,Men,9,White,1,90,5,85.5,85.5,51.76,33.74,4.5,No,Credit Card,10,Oct,4,2025-10,False
NK531,2025-05-21,Asia-Pacific,Australia,Wholesale,Free Metcon 6,Training,Women,5,Red,1,130,0,130.0,130.0,90.54,39.46,4.5,No,Credit Card,5,May,2,2025-05,False
NK532,2025-11-03,Latin America,Argentina,Online,Giannis Immortality 4,Basketball,Unisex,6,Blue,2,90,15,76.5,153.0,108.81,44.19,4.0,No,UPI,11,Nov,4,2025-11,False
NK533,2025-09-06,Latin America,Argentina,Online,Air Max 90,Lifestyle,Men,13,Blue,1,130,0,130.0,130.0,84.31,45.69,5.0,No,Credit Card,9,Sep,3,2025-09,False
NK534,2025-02-24,Europe,Spain,Online,Air Max 270,Lifestyle,Men,8,Grey,2,150,15,127.5,255.0,148.06,106.94,4.0,No,Credit Card,2,Feb,1,2025-02,False
NK535,2025-11-17,North America,Mexico,Retail Store,Vomero 18,Running,Men,9,Red,2,150,10,135.0,270.0,184.73,85.27,4.5,No,Debit Card,11,Nov,4,2025-11,False
NK536,2025-06-16,Latin America,Argentina,Online,Air Force 1,Lifestyle,Women,9,Black,1,140,5,133.0,133.0,90.6,42.4,5.0,No,Credit Card,6,Jun,2,2025-06,False
NK537,2025-04-19,North America,Mexico,Online,Dunk Low,Lifestyle,Unisex,5,Blue,2,125,25,93.75,187.5,120.14,67.36,3.5,No,UPI,4,Apr,2,2025-04,False
NK538,2025-08-17,Asia-Pacific,South Korea,Online,Dunk Low,Lifestyle,Women,13,Green,3,125,20,100.0,300.0,215.81,84.19,5.0,No,Credit Card,8,Aug,3,2025-08,False
NK539,2025-04-15,Asia-Pacific,Australia,Online,Air Force 1,Lifestyle,Men,6,Black,1,110,0,110.0,110.0,75.45,34.55,4.5,No,UPI,4,Apr,2,2025-04,False
NK540,2025-08-09,Middle East & Africa,Egypt,Online,Free Metcon 6,Training,Men,12,White,1,130,5,123.5,0.0,0.0,0.0,4.0,Yes,PayPal,8,Aug,3,2025-08,True
NK541,2025-11-20,Europe,UK,Retail Store,Invincible 3,Running,Women,11,Blue,1,180,25,135.0,135.0,91.95,43.05,4.5,No,Debit Card,11,Nov,4,2025-11,False
NK542,2025-03-14,North America,USA,Online,Giannis Immortality 4,Basketball,Men,9,Green,1,90,10,81.0,81.0,43.51,37.49,5.0,No,UPI,3,Mar,1,2025-03,False
NK543,2025-12-01,Latin America,Chile,Retail Store,Invincible 3,Running,Women,11,Blue,4,190,25,142.5,570.0,318.2,251.8,4.5,No,PayPal,12,Dec,4,2025-12,False
NK544,2025-12-28,Asia-Pacific,Singapore,Retail Store,Air Max 270,Lifestyle,Unisex,12,Blue,2,170,20,136.0,272.0,145.02,126.98,5.0,No,UPI,12,Dec,4,2025-12,False
NK545,2025-08-30,Europe,Germany,Retail Store,Free Metcon 6,Training,Women,11,Green,1,120,10,108.0,108.0,72.41,35.59,4.5,No,PayPal,8,Aug,3,2025-08,False
NK546,2025-06-29,Middle East & Africa,Saudi Arabia,Wholesale,Metcon 10,Training,Women,12,Green,1,150,20,120.0,120.0,80.99,39.01,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK547,2025-04-17,Asia-Pacific,South Korea,Online,Dunk Low,Lifestyle,Women,10,White,1,135,20,108.0,108.0,73.93,34.07,5.0,No,Debit Card,4,Apr,2,2025-04,False
NK548,2025-01-13,Asia-Pacific,Australia,Wholesale,Air Force 1,Lifestyle,Men,7,White,1,120,10,108.0,108.0,61.38,46.62,5.0,No,UPI,1,Jan,1,2025-01,False
NK549,2025-07-15,North America,Canada,Online,Air Max 270,Lifestyle,Women,6,Black,1,150,25,112.5,112.5,65.58,46.92,4.0,No,Credit Card,7,Jul,3,2025-07,False
NK550,2025-07-15,Asia-Pacific,India,Online,Structure 25,Running,Women,10,White,2,160,15,136.0,272.0,189.67,82.33,4.5,No,UPI,7,Jul,3,2025-07,False
NK551,2025-07-30,Europe,Italy,Retail Store,Invincible 3,Running,Women,13,Grey,1,170,5,161.5,161.5,98.15,63.35,4.5,No,Credit Card,7,Jul,3,2025-07,False
NK552,2025-04-20,North America,USA,Online,Dunk Low,Lifestyle,Men,10,Blue,3,115,20,92.0,276.0,195.74,80.26,5.0,No,PayPal,4,Apr,2,2025-04,False
NK553,2025-11-25,Asia-Pacific,Australia,Online,Dunk Low,Lifestyle,Women,7,Green,1,125,0,125.0,125.0,66.15,58.85,5.0,No,UPI,11,Nov,4,2025-11,False
NK554,2025-04-01,Middle East & Africa,South Africa,Retail Store,Cortez,Lifestyle,Men,12,Blue,1,100,10,90.0,90.0,47.65,42.35,5.0,No,PayPal,4,Apr,2,2025-04,False
NK555,2025-08-28,Middle East & Africa,UAE,Online,Air Max 270,Lifestyle,Men,10,Black,1,160,10,144.0,144.0,76.14,67.86,4.5,No,Credit Card,8,Aug,3,2025-08,False
NK556,2025-11-21,Asia-Pacific,Japan,Wholesale,Structure 25,Running,Women,11,White,1,140,5,133.0,133.0,78.6,54.4,4.5,No,PayPal,11,Nov,4,2025-11,False
NK557,2025-02-28,Europe,Italy,Retail Store,KD 18,Basketball,Men,13,Black,1,150,10,135.0,135.0,71.65,63.35,5.0,No,PayPal,2,Feb,1,2025-02,False
NK558,2025-08-22,Latin America,Chile,Online,Structure 25,Running,Women,6,White,1,160,0,160.0,160.0,88.34,71.66,5.0,No,UPI,8,Aug,3,2025-08,False
NK559,2025-02-19,North America,USA,Online,KD 18,Basketball,Unisex,5,Red,1,160,0,160.0,160.0,106.04,53.96,4.5,No,Credit Card,2,Feb,1,2025-02,False
NK560,2025-03-30,Middle East & Africa,Egypt,Retail Store,Sabrina 3,Basketball,Men,10,White,3,130,10,117.0,351.0,199.79,151.21,4.5,No,Credit Card,3,Mar,1,2025-03,False
NK561,2025-12-07,Asia-Pacific,Japan,Retail Store,Giannis Immortality 4,Basketball,Unisex,8,Black,1,80,0,80.0,80.0,42.89,37.11,4.5,No,PayPal,12,Dec,4,2025-12,False
NK562,2025-04-27,Latin America,Chile,Retail Store,Dunk Low,Lifestyle,Women,5,Red,1,115,10,103.5,103.5,63.24,40.26,4.5,No,Debit Card,4,Apr,2,2025-04,False
NK563,2025-06-05,North America,USA,Retail Store,Free Metcon 6,Training,Men,6,Black,1,120,20,96.0,96.0,66.73,29.27,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK564,2025-06-19,Asia-Pacific,Singapore,Online,Metcon 10,Training,Men,7,Green,2,150,15,127.5,255.0,137.67,117.33,4.5,No,UPI,6,Jun,2,2025-06,False
NK565,2025-07-22,Asia-Pacific,India,Wholesale,Metcon 10,Training,Men,11,Grey,1,170,25,127.5,127.5,83.83,43.67,4.0,No,UPI,7,Jul,3,2025-07,False
NK566,2025-11-25,North America,Canada,Retail Store,KD 18,Basketball,Men,10,Green,1,160,0,160.0,160.0,105.27,54.73,4.5,No,UPI,11,Nov,4,2025-11,False
NK567,2025-11-07,Asia-Pacific,Singapore,Online,LeBron 22,Basketball,Unisex,9,Blue,1,190,10,171.0,0.0,0.0,0.0,4.5,Yes,Credit Card,11,Nov,4,2025-11,True
NK568,2025-06-30,North America,Mexico,Online,Sabrina 3,Basketball,Men,12,White,2,140,0,140.0,280.0,153.92,126.08,4.0,No,Credit Card,6,Jun,2,2025-06,False
NK569,2025-04-10,North America,USA,Wholesale,Free Metcon 6,Training,Women,5,Green,2,130,10,117.0,234.0,121.93,112.07,5.0,No,PayPal,4,Apr,2,2025-04,False
NK570,2025-02-10,Latin America,Argentina,Online,Air Force 1,Lifestyle,Women,13,Grey,1,120,10,108.0,108.0,67.75,40.25,5.0,No,UPI,2,Feb,1,2025-02,False
NK571,2025-05-22,Middle East & Africa,Egypt,Online,Air Max 90,Lifestyle,Men,5,Blue,1,150,10,135.0,135.0,94.87,40.13,4.5,No,UPI,5,May,2,2025-05,False
NK572,2025-03-15,North America,USA,Retail Store,Air Max 90,Lifestyle,Women,6,Blue,2,120,10,108.0,216.0,149.21,66.79,4.0,No,Debit Card,3,Mar,1,2025-03,False
NK573,2025-11-23,Asia-Pacific,Singapore,Online,Invincible 3,Running,Women,6,Grey,3,180,10,162.0,486.0,310.97,175.03,3.5,No,PayPal,11,Nov,4,2025-11,False
NK574,2025-05-02,Middle East & Africa,Saudi Arabia,Retail Store,Giannis Immortality 4,Basketball,Men,5,Black,1,90,15,76.5,76.5,41.77,34.73,4.0,No,Credit Card,5,May,2,2025-05,False
NK575,2025-08-22,North America,USA,Online,Sabrina 3,Basketball,Men,13,White,1,130,15,110.5,110.5,62.75,47.75,4.5,No,UPI,8,Aug,3,2025-08,False
NK576,2025-05-07,Latin America,Brazil,Online,KD 18,Basketball,Men,5,Grey,2,160,10,144.0,288.0,164.7,123.3,5.0,No,Debit Card,5,May,2,2025-05,False
NK577,2025-08-09,Latin America,Argentina,Online,Free Metcon 6,Training,Men,8,Green,1,120,0,120.0,120.0,86.14,33.86,4.5,No,Credit Card,8,Aug,3,2025-08,False
NK578,2025-06-22,Europe,Italy,Retail Store,Air Max 270,Lifestyle,Unisex,12,Green,1,150,10,135.0,135.0,75.29,59.71,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK579,2025-12-08,North America,Canada,Online,Air Max 90,Lifestyle,Women,5,White,1,130,20,104.0,104.0,71.15,32.85,4.0,No,Debit Card,12,Dec,4,2025-12,False
NK580,2025-09-22,Asia-Pacific,India,Online,Dunk Low,Lifestyle,Women,13,Grey,2,125,15,106.25,212.5,127.26,85.24,4.5,No,UPI,9,Sep,3,2025-09,False
NK581,2025-12-04,Asia-Pacific,India,Wholesale,LeBron 22,Basketball,Men,7,White,2,190,15,161.5,323.0,225.76,97.24,5.0,No,Credit Card,12,Dec,4,2025-12,False
NK582,2025-12-02,North America,Mexico,Online,Structure 25,Running,Men,9,Black,2,130,20,104.0,208.0,143.42,64.58,5.0,No,Debit Card,12,Dec,4,2025-12,False
NK583,2025-09-18,Asia-Pacific,South Korea,Online,Dunk Low,Lifestyle,Women,13,Green,1,135,25,101.25,101.25,70.09,31.16,4.5,No,PayPal,9,Sep,3,2025-09,False
NK584,2025-03-08,Europe,Spain,Retail Store,Metcon 10,Training,Men,6,Grey,2,150,10,135.0,270.0,157.98,112.02,4.0,No,UPI,3,Mar,1,2025-03,False
NK585,2025-07-28,Europe,Italy,Retail Store,Free Metcon 6,Training,Women,12,White,1,130,5,123.5,123.5,82.89,40.61,4.0,No,Credit Card,7,Jul,3,2025-07,False
